"Ano/mês";" Idade ignorada";"Ate 30 dias";"30 dias a 1 ano";"2 meses";"3 meses";"4 meses";"5 meses";"6 meses";"7 meses";"Menor de 1 ano";"1 ano";"2 anos";"3 anos";"4 anos";"5 anos";"6 anos";"9 anos";"10 anos";"11 anos";"12 anos";"13 anos";"14 anos";"15 anos";"16 anos";"17 anos";"18 anos";"19 anos";"1 a 2 anos";"1 a 4 anos";"1 a 11 anos";"2 a 4 anos";"3 a 8 anos";"5 a 6 anos";"5 a 8 anos";"5 a 9 anos";"5 a 10 anos";"5 a 12 anos";"5 anos e mais";"7 a 9 anos";"7 a 11 anos";"7 a 14 anos";"7 a 17 anos";"7 anos e mais";"9 a 12 anos";"10 a 11 anos";"10 a 14 anos";"11 a 14 anos";"7 a 8 anos";"12 a 14 anos";"13 a 14 anos";"13 a 19 anos";"15 a 16 anos";"15 a 19 anos";"15 a 49 anos";"15 a 59 anos";"17 a 19 anos";"18 a 19 anos";"20 a 24 anos";"20 a 29 anos";"20 a 59 anos";"20 a 25 anos";"20 a 26 anos";"26 a 27 anos";"27 e mais";"25 a 29 anos";"30 a 34 anos";"30 a 39 anos";"35 a 39 anos";"40 a 44 anos";"40 a 49 anos";"45 a 49 anos";"50 a 59 anos";"60 a 64 anos";"60 anos e mais";"65 a 69 anos";"65 anos e mais";"70 a 74 anos";"75 a 79 anos";"80 a 84 anos";"85 a 89 anos";"90 anos e mais";"Gestantes 10 a 11 anos";"Gestantes 12 a 14 anos";"Gestantes 15 a 49 anos";"Não gestantes 12 a 14 anos";"Não gestantes 12 a 49 anos";"Não gestantes 15 a 49 anos";"Homens 12 a 14 anos";"Homens 12 a 49 anos";"Homens 15 a 49 anos";"Sem discriminação de idade";"Ignorado";" Total"
"2011/Out";"0";"0";"0";"219489";"16063";"205040";"18224";"0";"0";"3729777";"1038359";"35379";"18611";"207855";"21";"0";"0";"0";"0";"7226";"0";"0";"0";"0";"0";"0";"0";"3021";"51396";"0";"5838";"4328";"155572";"24303";"6792";"7229";"0";"0";"0";"45460";"368";"77";"922";"23078";"0";"91216";"44412";"0";"0";"7955";"30908";"15987";"133088";"0";"288158";"17443";"42";"258913";"0";"171353";"0";"0";"0";"0";"128914";"21739";"101011";"15253";"10191";"48045";"7634";"120581";"0";"143930";"0";"0";"0";"0";"0";"0";"0";"0";"10898";"226054";"33747";"0";"279183";"28733";"833";"361025";"0";"0";"8421674"
"2011/Nov";"0";"0";"0";"222506";"15281";"197610";"17807";"0";"0";"3710854";"1056897";"24555";"12270";"203298";"37";"0";"0";"0";"0";"6174";"0";"0";"0";"0";"0";"0";"0";"773";"47007";"0";"5659";"1037";"139134";"21118";"5738";"7279";"0";"0";"0";"43395";"309";"110";"919";"17782";"0";"89535";"47258";"0";"0";"7440";"23743";"15397";"135584";"0";"299262";"15560";"53";"249564";"0";"141435";"0";"0";"0";"0";"127951";"19529";"106266";"13753";"9031";"48640";"7369";"114475";"0";"151504";"0";"0";"0";"0";"0";"0";"0";"0";"10670";"222643";"33671";"0";"273419";"29725";"915";"357764";"0";"0";"8309705"
"2011/Set";"0";"0";"0";"221691";"16093";"199218";"17660";"0";"0";"3694179";"1037925";"56258";"38230";"278488";"22";"0";"0";"0";"0";"8056";"0";"0";"0";"0";"0";"0";"0";"8586";"50506";"0";"5166";"10247";"213375";"20551";"8519";"8389";"0";"0";"0";"54653";"307";"129";"1945";"21277";"0";"83055";"46861";"0";"0";"8496";"30861";"17927";"140392";"0";"263194";"19449";"72";"276063";"0";"173374";"0";"0";"0";"0";"140071";"25289";"102539";"17919";"10312";"47651";"9085";"129207";"0";"164419";"0";"0";"0";"0";"0";"0";"0";"0";"10887";"225013";"36642";"0";"288894";"30909";"939";"386707";"0";"0";"8657697"
"2011/Dez";"0";"0";"0";"199022";"14478";"182636";"16133";"0";"0";"3476451";"973849";"20863";"10215";"179706";"13";"0";"0";"0";"0";"5297";"0";"0";"0";"0";"0";"0";"0";"313";"38230";"0";"4414";"433";"123244";"20511";"6212";"5089";"0";"0";"0";"37504";"297";"64";"877";"18886";"0";"70906";"27006";"0";"0";"5910";"23528";"13564";"96925";"0";"227422";"13607";"22";"198669";"0";"122115";"0";"0";"0";"0";"107441";"16253";"89642";"11132";"7208";"40192";"6066";"102475";"0";"115216";"0";"0";"0";"0";"0";"0";"0";"0";"9816";"211694";"28225";"0";"233096";"24004";"768";"299625";"0";"0";"7437264"
"2012/Jan";"0";"0";"0";"224837";"15655";"202629";"16901";"0";"0";"4860257";"1165452";"21979";"9132";"233114";"8";"0";"0";"0";"0";"4880";"0";"0";"0";"0";"0";"0";"0";"409";"38537";"0";"3262";"209";"160607";"19187";"6081";"5550";"0";"0";"0";"42441";"273";"111";"1211";"17401";"0";"68868";"23215";"0";"0";"5815";"22586";"16382";"96872";"0";"233987";"15565";"51";"219165";"0";"109424";"0";"0";"0";"0";"136514";"19267";"104947";"13581";"9658";"46020";"8973";"117460";"0";"122636";"0";"0";"0";"0";"0";"0";"0";"0";"11017";"241974";"30276";"0";"275756";"27141";"463";"367485";"0";"0";"9395221"
"2012/Fev";"0";"0";"0";"208677";"13340";"178610";"14292";"0";"0";"4447459";"1083797";"22309";"9698";"220533";"9";"0";"0";"0";"0";"4552";"0";"0";"0";"0";"0";"0";"0";"825";"32356";"0";"2637";"1175";"143102";"16532";"4592";"5371";"0";"0";"0";"39562";"211";"64";"878";"15936";"0";"60101";"21688";"0";"0";"5246";"20799";"14726";"96882";"0";"219428";"17254";"52";"226027";"0";"105290";"0";"0";"0";"0";"149492";"21091";"106791";"14705";"10027";"45774";"9060";"111172";"0";"112239";"0";"0";"0";"0";"0";"0";"0";"0";"10235";"228244";"28268";"0";"266908";"27639";"577";"354521";"0";"0";"8750753"
"2012/Mar";"0";"0";"0";"228498";"14482";"193326";"15008";"0";"0";"4759597";"1169488";"25479";"10808";"251543";"4";"0";"0";"0";"0";"5441";"0";"0";"0";"0";"0";"0";"0";"2899";"35826";"0";"3560";"4960";"159197";"16963";"5333";"6190";"0";"0";"0";"42763";"331";"111";"1071";"17885";"0";"74150";"25007";"0";"0";"6249";"23177";"16048";"116468";"0";"253115";"21915";"55";"240761";"0";"124641";"0";"0";"0";"0";"170601";"23122";"126652";"16105";"10531";"54388";"9135";"122851";"0";"125811";"0";"0";"0";"0";"0";"0";"0";"0";"10840";"246614";"31531";"0";"296672";"29180";"565";"404682";"0";"0";"9551629"
"2012/Abr";"0";"0";"0";"223385";"13858";"180165";"13672";"0";"0";"4464113";"1110232";"25069";"10353";"250381";"11";"0";"0";"0";"0";"4989";"0";"0";"0";"0";"0";"0";"0";"4298";"35300";"0";"2901";"9034";"154831";"16022";"4445";"6276";"0";"0";"0";"44298";"402";"78";"1066";"18403";"0";"64353";"34231";"0";"0";"6093";"26744";"14751";"123080";"0";"218211";"17887";"55";"238534";"0";"150014";"0";"0";"0";"0";"170471";"20687";"123981";"14383";"9654";"53233";"7774";"121732";"0";"124432";"0";"0";"0";"0";"0";"0";"0";"0";"11295";"233021";"36820";"0";"295949";"33073";"520";"395049";"0";"0";"9139609"
"2012/Mai";"0";"0";"0";"239149";"14440";"198438";"15448";"0";"0";"4706360";"1235197";"32106";"12988";"286455";"8";"0";"0";"0";"0";"5105";"0";"0";"0";"0";"0";"0";"0";"73140";"39997";"0";"3823";"133237";"181730";"17837";"4481";"7356";"0";"0";"0";"50555";"288";"38";"984";"90259";"0";"85432";"37297";"0";"0";"6155";"128977";"15855";"124509";"0";"258087";"18219";"14";"261287";"0";"897618";"0";"0";"0";"0";"193467";"22183";"150903";"15462";"9807";"66332";"7732";"177362";"0";"1011790";"0";"0";"0";"0";"0";"0";"0";"0";"13771";"280381";"39498";"0";"337146";"33229";"507";"417264";"0";"0";"11959703"
"2012/Jun";"0";"0";"0";"237358";"14659";"195408";"15555";"0";"0";"4760387";"1335584";"70082";"44967";"572782";"14";"0";"0";"0";"0";"4957";"0";"0";"0";"0";"0";"0";"0";"64006";"76854";"0";"3508";"210743";"287889";"27738";"6316";"6874";"0";"0";"0";"46103";"307";"73";"905";"132614";"0";"83111";"29510";"0";"0";"5799";"175820";"14403";"104920";"0";"245977";"16861";"117";"236119";"0";"1056860";"0";"0";"0";"0";"164175";"19843";"132564";"13197";"8779";"58822";"6763";"148523";"0";"376006";"0";"0";"0";"0";"0";"0";"0";"0";"12163";"234666";"36157";"0";"308703";"31777";"377";"395677";"0";"0";"12033372"
"2012/Jul";"0";"0";"0";"226774";"13724";"198982";"15124";"0";"0";"4566742";"1174053";"46460";"28796";"363334";"2";"0";"0";"0";"0";"3849";"0";"0";"0";"0";"0";"0";"0";"63695";"68571";"0";"3949";"168252";"191098";"23348";"5788";"5558";"0";"0";"0";"43072";"344";"118";"1073";"99108";"0";"77914";"21183";"0";"0";"5163";"136286";"15164";"96440";"0";"230681";"16762";"249";"228872";"0";"694562";"0";"0";"0";"0";"163985";"19789";"137586";"12986";"7920";"60222";"6563";"141421";"0";"282177";"0";"0";"0";"0";"0";"0";"0";"0";"11154";"228264";"32106";"0";"298490";"29389";"382";"393666";"0";"0";"10661190"
"2012/Ago";"0";"0";"0";"248782";"16483";"224067";"18372";"0";"0";"5110495";"1602259";"86708";"55250";"939026";"1";"0";"0";"0";"0";"5220";"0";"0";"0";"0";"0";"0";"0";"73367";"89219";"0";"4438";"188769";"296575";"29913";"10330";"7223";"0";"0";"0";"53745";"337";"133";"908";"75404";"0";"93720";"26223";"0";"0";"6930";"92676";"17342";"108366";"0";"265188";"20085";"43";"263780";"0";"428609";"0";"0";"0";"0";"203835";"24086";"161774";"15644";"9726";"71768";"7506";"158818";"0";"216076";"0";"0";"0";"0";"0";"0";"0";"0";"12292";"238431";"39209";"0";"338246";"35752";"362";"431163";"0";"0";"12424674"
"2012/Set";"0";"0";"0";"205879";"11070";"180828";"13416";"0";"0";"3972370";"1037981";"35339";"19373";"368772";"0";"0";"0";"0";"0";"4171";"0";"0";"0";"0";"0";"0";"0";"20671";"60590";"0";"4538";"39805";"146870";"25176";"5476";"6174";"0";"0";"0";"39593";"270";"110";"742";"31481";"0";"69908";"23724";"0";"0";"5525";"45156";"13614";"98331";"0";"195859";"18146";"75";"214047";"0";"181410";"0";"0";"0";"0";"173699";"21919";"140584";"13155";"8240";"62462";"6190";"119885";"0";"147549";"0";"0";"0";"0";"0";"0";"0";"0";"10439";"206609";"32741";"0";"258895";"26684";"259";"333520";"0";"0";"8659320"
"2012/Out";"0";"0";"0";"225993";"11773";"199684";"15629";"0";"0";"4242523";"1049543";"21055";"10868";"247043";"0";"0";"0";"0";"0";"3973";"0";"0";"0";"0";"0";"0";"0";"16647";"57628";"0";"1814";"50475";"121174";"19501";"4960";"5419";"0";"0";"0";"39538";"232";"107";"874";"21238";"0";"70575";"21438";"0";"0";"5692";"30593";"14264";"93809";"0";"196284";"17169";"43";"201937";"0";"141898";"0";"0";"0";"0";"171938";"21292";"147427";"12608";"7719";"62949";"5683";"121667";"0";"128182";"0";"0";"0";"0";"0";"0";"0";"0";"11248";"224843";"34072";"0";"268171";"27268";"391";"343007";"0";"0";"8749858"
"2012/Nov";"0";"0";"0";"222307";"11710";"186582";"14877";"0";"0";"4056089";"1027466";"17670";"8747";"232138";"0";"0";"0";"0";"0";"3649";"0";"0";"0";"0";"0";"0";"0";"13948";"57633";"0";"1568";"25614";"105339";"20155";"4554";"5152";"0";"0";"0";"35824";"198";"122";"848";"23440";"0";"59400";"28410";"0";"0";"5121";"30850";"12213";"89064";"0";"164270";"15521";"41";"187977";"0";"133425";"0";"0";"0";"0";"161186";"18998";"141387";"11339";"6703";"59610";"4737";"109166";"0";"117854";"0";"0";"0";"0";"0";"0";"0";"0";"10797";"213953";"31015";"0";"239809";"27531";"230";"312489";"0";"0";"8268726"
"2012/Dez";"0";"0";"0";"195427";"10922";"166284";"14172";"0";"0";"3554180";"910569";"14370";"7064";"193026";"1";"0";"0";"0";"0";"2654";"0";"0";"0";"0";"0";"0";"0";"4105";"37834";"0";"1329";"9410";"87652";"16104";"3973";"3874";"0";"0";"0";"27726";"172";"86";"823";"19329";"0";"42532";"14680";"0";"0";"3655";"27799";"9786";"68351";"0";"130303";"12744";"22";"151019";"0";"117938";"0";"0";"0";"0";"129068";"15258";"116420";"8945";"5296";"47922";"3676";"89880";"0";"95142";"0";"0";"0";"0";"0";"0";"0";"0";"9550";"189236";"23144";"0";"194687";"19455";"163";"258524";"0";"0";"7066281"
"2013/Jan";"0";"0";"0";"241449";"14918";"207456";"19011";"2";"0";"3408878";"1175905";"20206";"8902";"268243";"0";"0";"0";"0";"0";"3278";"0";"0";"0";"0";"0";"0";"0";"1109";"42693";"0";"1524";"2087";"123546";"18677";"4213";"4340";"0";"0";"0";"31785";"992";"97";"1000";"18678";"0";"51981";"14364";"0";"0";"3846";"27471";"13473";"148412";"0";"174654";"14472";"30";"169593";"0";"110420";"0";"0";"0";"0";"147801";"17911";"137401";"11252";"7105";"111500";"5074";"104855";"0";"108015";"0";"0";"0";"0";"0";"0";"0";"0";"20824";"459842";"50086";"0";"479153";"0";"0";"0";"0";"0";"8008524"
"2013/Fev";"0";"0";"0";"224016";"13823";"192437";"19605";"0";"0";"3228751";"1182192";"28172";"13949";"276916";"0";"0";"0";"0";"0";"2847";"0";"0";"0";"0";"0";"0";"0";"249";"48610";"0";"1646";"562";"113848";"18222";"3391";"4879";"0";"0";"0";"31224";"1065";"83";"876";"17379";"0";"49477";"14676";"0";"0";"3906";"25876";"14219";"161142";"0";"175432";"15982";"31";"181034";"0";"96575";"0";"0";"0";"0";"162398";"20281";"150374";"13629";"8580";"122404";"6612";"111547";"0";"105687";"0";"0";"0";"0";"0";"0";"0";"0";"21038";"469198";"52780";"0";"514016";"0";"0";"0";"0";"0";"7921636"
"2013/Mar";"0";"0";"0";"221943";"12749";"186120";"19834";"0";"0";"3127024";"1184330";"43144";"22043";"267213";"0";"0";"0";"0";"0";"3448";"0";"0";"0";"0";"0";"0";"0";"3593";"41438";"0";"1763";"7194";"112979";"15321";"3453";"4418";"0";"0";"0";"32906";"1234";"83";"1014";"19004";"0";"61962";"14943";"0";"0";"4308";"27380";"12464";"183276";"0";"221079";"19933";"40";"188836";"0";"109563";"0";"0";"0";"0";"167970";"27355";"153487";"17616";"13863";"126960";"9651";"113087";"0";"110773";"0";"0";"0";"0";"0";"0";"0";"0";"20640";"462012";"53852";"0";"519894";"0";"0";"0";"0";"0";"7973192"
"2013/Abr";"0";"0";"12335";"239004";"15394";"195948";"24545";"0";"0";"3353930";"1421319";"74663";"33788";"332906";"0";"0";"0";"0";"0";"3948";"0";"0";"0";"0";"0";"0";"0";"50498";"37781";"0";"1923";"55558";"140258";"16700";"4454";"6113";"0";"0";"0";"43134";"1328";"71";"1879";"51166";"0";"85363";"20289";"0";"0";"5779";"46627";"15534";"218188";"0";"271318";"21863";"48";"213915";"42197";"343510";"0";"0";"0";"0";"196532";"27902";"229543";"17336";"14239";"216966";"9472";"225563";"41975";"727559";"31596";"0";"24175";"16990";"0";"0";"0";"0";"26126";"558728";"73422";"0";"689768";"0";"0";"0";"0";"0";"10531166"
"2013/Mai";"0";"0";"218957";"213550";"12752";"183177";"20125";"0";"0";"3028743";"1211356";"70138";"34654";"294109";"0";"0";"0";"0";"0";"3939";"0";"0";"0";"0";"0";"0";"0";"59893";"38458";"0";"1992";"142128";"126305";"17385";"4019";"5420";"0";"0";"0";"40143";"1334";"94";"1032";"70705";"0";"81264";"18407";"0";"0";"6005";"92056";"14792";"192402";"0";"248270";"18161";"44";"195516";"488053";"483056";"0";"0";"0";"0";"178209";"22443";"655080";"14969";"10287";"880844";"8083";"544481";"874439";"445944";"665379";"0";"518925";"372870";"0";"0";"0";"0";"23222";"473572";"66250";"0";"647150";"0";"0";"0";"0";"0";"14040581"
"2013/Jun";"0";"0";"462178";"237243";"14267";"202075";"23848";"0";"0";"3810556";"2372417";"1057235";"967682";"1585025";"0";"0";"0";"0";"0";"4035";"0";"0";"0";"0";"0";"0";"0";"59556";"44735";"0";"2341";"98459";"222722";"18376";"6117";"5799";"0";"0";"0";"41433";"1288";"78";"1393";"49876";"0";"83499";"20375";"0";"0";"5665";"67249";"14858";"182110";"0";"235190";"17455";"58";"198237";"929604";"316685";"0";"0";"0";"0";"183875";"26267";"1164064";"18214";"12481";"1733396";"9331";"1001298";"1921297";"239636";"1482371";"0";"1158184";"821549";"0";"0";"0";"0";"23136";"448124";"62896";"0";"611314";"0";"0";"0";"0";"0";"24277152"
"2013/Jul";"0";"185235";"665359";"243173";"13796";"196690";"19842";"2408";"884";"4256681";"3183440";"2048979";"2002296";"2320529";"1068";"71";"1307";"10";"17";"4105";"340";"28";"25";"23";"17";"36";"10";"398";"11021";"0";"2303";"323";"112547";"38064";"4318";"5231";"0";"0";"7";"35845";"1501";"162";"889";"38393";"1072";"74088";"19018";"909";"3564";"5678";"53957";"17261";"192982";"0";"247679";"22502";"90";"203751";"942652";"254544";"5490";"418";"1388";"117";"204125";"30553";"1190768";"21482";"14368";"1835396";"12328";"1037366";"1917054";"185311";"1445637";"0";"1115972";"789287";"0";"0";"0";"508";"18078";"415436";"86876";"0";"991457";"0";"0";"0";"0";"0";"28756533"
"2013/Ago";"0";"187609";"156989";"237610";"14569";"207761";"21263";"3344";"1284";"3397382";"1741160";"326582";"240650";"636866";"1164";"106";"1627";"12";"49";"5078";"964";"804";"43";"43";"28";"30";"42";"0";"9938";"0";"2754";"0";"136218";"33185";"4901";"5557";"0";"0";"17";"40458";"1409";"96";"930";"30608";"18418";"83451";"20335";"1060";"34974";"6236";"45515";"17195";"205312";"0";"267698";"22121";"70";"221628";"279610";"200032";"5528";"176";"1944";"181";"228203";"34364";"630183";"23038";"16442";"980270";"12981";"471133";"538547";"180706";"417307";"0";"317416";"225453";"0";"0";"0";"639";"18024";"433591";"99251";"0";"1120206";"0";"0";"0";"0";"0";"14628368"
"2013/Set";"0";"202776";"119181";"212250";"12673";"194713";"18158";"3840";"1306";"3726185";"2037627";"519708";"371706";"885837";"966";"15";"904";"123";"3085";"6263";"2719";"70";"100";"68";"45";"26";"31";"0";"9665";"0";"2002";"0";"119580";"28715";"4948";"5881";"0";"0";"56";"41273";"1220";"140";"871";"26520";"6746";"85980";"21722";"912";"12418";"5864";"39000";"15204";"198464";"0";"243178";"20939";"60";"214298";"190802";"168129";"4910";"434";"1420";"218";"224049";"31646";"540695";"21295";"14349";"815860";"10375";"376417";"389333";"159155";"288964";"0";"221468";"159979";"0";"0";"0";"670";"17619";"405947";"100683";"0";"1025514";"0";"0";"0";"0";"0";"14595962"
"2013/Out";"0";"188581";"0";"228417";"12173";"211163";"18650";"4213";"1383";"3039246";"1544749";"86791";"53919";"219615";"1305";"130";"949";"121";"354";"3424";"522";"147";"210";"141";"94";"147";"74";"0";"9274";"0";"1654";"0";"82217";"25168";"26142";"5507";"0";"0";"24";"32420";"1352";"101";"1003";"23993";"14244";"71463";"22279";"723";"27056";"5548";"41240";"13985";"195226";"0";"210350";"18428";"55";"190397";"0";"150021";"3166";"1100";"1494";"477";"206960";"26518";"315247";"18203";"11418";"424394";"8444";"153785";"0";"140071";"0";"0";"0";"0";"0";"0";"0";"756";"15406";"366845";"76453";"0";"875726";"0";"0";"0";"0";"0";"9432851"
"2013/Nov";"0";"182023";"0";"219804";"12394";"192840";"18414";"4511";"1992";"2912916";"1274228";"64177";"36945";"197360";"1201";"59";"540";"119";"262";"4071";"1555";"936";"345";"117";"151";"95";"106";"0";"8826";"0";"1438";"0";"70415";"20874";"4337";"4713";"0";"0";"18";"27847";"1088";"117";"634";"17466";"7808";"62637";"17069";"615";"13854";"4434";"24431";"11893";"164504";"0";"175534";"15695";"108";"164296";"0";"119095";"2898";"1356";"1034";"756";"178897";"23715";"255634";"16411";"9978";"324352";"7064";"134514";"0";"122117";"0";"0";"0";"0";"0";"0";"0";"670";"12627";"374026";"69918";"0";"754862";"0";"0";"0";"0";"0";"8357736"
"2013/Dez";"0";"179754";"23867";"193398";"11464";"170880";"15338";"4369";"1331";"2607432";"1124553";"65117";"44404";"190939";"1167";"36";"597";"134";"14126";"17386";"10849";"8355";"9591";"838";"647";"279";"287";"0";"8705";"0";"1123";"0";"62593";"16048";"3434";"4032";"0";"0";"78";"28953";"959";"72";"681";"15073";"4288";"51640";"13371";"535";"8342";"6955";"20971";"12983";"138924";"0";"140506";"16319";"38";"142154";"44454";"101484";"2138";"1551";"1452";"759";"147410";"25427";"241768";"16054";"12746";"302774";"8295";"149082";"74014";"99131";"58323";"0";"45806";"34123";"0";"0";"0";"667";"12520";"340105";"59482";"0";"632511";"0";"0";"0";"0";"0";"7807991"
"2014/Jan";"0";"225300";"0";"253753";"14104";"222489";"22453";"6151";"1975";"3454140";"1503630";"55513";"29773";"254097";"1469";"96";"1934";"340";"13700";"18600";"15302";"833";"473";"278";"318";"142";"301";"0";"9745";"0";"1117";"0";"85802";"18400";"4215";"4697";"0";"0";"50";"30297";"1051";"60";"721";"17011";"1772";"65079";"14127";"898";"4491";"5135";"22054";"13806";"159280";"15911";"167922";"16089";"27";"164529";"0";"96271";"2530";"2058";"1156";"939";"174919";"26088";"228930";"19425";"12743";"253910";"9531";"124254";"0";"104906";"0";"9621";"0";"0";"0";"0";"0";"1215";"14779";"401397";"76097";"0";"865527";"0";"0";"0";"0";"0";"9347746"
"2014/Fev";"0";"219397";"0";"219905";"13206";"188779";"19463";"5972";"1876";"2964634";"1399066";"76903";"52893";"272687";"1523";"48";"518";"352";"4806";"10762";"5123";"359";"807";"389";"278";"221";"305";"0";"9091";"0";"837";"0";"80918";"15924";"3641";"5247";"0";"0";"48";"32818";"1107";"76";"735";"14792";"2586";"62311";"14810";"519";"3686";"7092";"19719";"14670";"165980";"16177";"168768";"19327";"51";"175987";"0";"82656";"498";"2349";"280";"1119";"188377";"31686";"243358";"23757";"15670";"279502";"12650";"126420";"0";"99486";"0";"10773";"0";"0";"0";"0";"0";"837";"15113";"398146";"78960";"0";"879599";"0";"0";"553";"0";"0";"8788978"
"2014/Mar";"0";"215277";"0";"231213";"11718";"194475";"18510";"5837";"1868";"2971941";"1312967";"56987";"35865";"258632";"1812";"97";"20988";"38742";"1178328";"1212807";"1236702";"6318";"1482";"797";"641";"558";"495";"0";"7282";"0";"804";"0";"80416";"15959";"3991";"4573";"0";"0";"31";"36940";"775";"93";"804";"15652";"2375";"126850";"18793";"344";"6252";"8209";"465375";"14458";"168202";"21818";"161664";"15458";"27";"159414";"0";"89318";"66";"3741";"80";"5819";"173521";"24259";"246822";"19271";"13349";"283386";"10491";"122975";"0";"94658";"0";"11459";"0";"0";"0";"0";"0";"1016";"14237";"358161";"102422";"0";"882549";"0";"0";"0";"0";"0";"12809216"
"2014/Abr";"0";"226189";"0";"245270";"12417";"193551";"19066";"6209";"1979";"3050813";"1412806";"100738";"80746";"368569";"2820";"114";"4505";"6981";"226417";"219813";"221025";"2090";"1278";"794";"521";"428";"405";"0";"7356";"0";"1040";"0";"96100";"26358";"8303";"5021";"0";"0";"92";"38007";"814";"111";"828";"25978";"1258";"108883";"19146";"386";"2116";"7843";"36351";"14545";"182784";"26223";"187710";"18661";"91";"170256";"0";"227328";"78";"2646";"34";"2481";"186066";"26876";"265584";"20982";"14271";"289126";"10953";"148109";"0";"294468";"0";"89802";"0";"0";"0";"0";"0";"932";"15546";"383166";"97655";"0";"928217";"0";"0";"470";"0";"0";"10396595"
"2014/Mai";"0";"226518";"0";"228338";"12527";"189369";"17745";"6300";"2013";"2927806";"1370077";"106342";"91589";"397032";"2816";"152";"8969";"11840";"47763";"39049";"31473";"1208";"1402";"699";"517";"360";"443";"0";"7037";"0";"1651";"0";"102820";"41823";"11624";"4439";"0";"0";"95";"29782";"869";"74";"1519";"43112";"617";"87480";"17111";"479";"984";"5568";"58212";"12602";"177336";"27403";"197182";"19858";"41";"187197";"0";"502075";"86";"2631";"78";"1230";"204252";"33070";"281448";"27197";"18431";"308000";"15358";"161033";"0";"393555";"0";"78433";"0";"0";"0";"0";"0";"739";"13870";"348992";"71516";"0";"803793";"0";"0";"99";"0";"0";"10025148"
"2014/Jun";"0";"218504";"0";"236229";"12205";"193886";"18108";"6155";"1988";"2908135";"1246318";"54181";"35011";"230615";"2935";"164";"3293";"3705";"22861";"18381";"11666";"946";"1060";"634";"659";"433";"332";"0";"6751";"0";"1135";"0";"64130";"36537";"6232";"3722";"0";"0";"87";"23393";"877";"180";"1500";"30569";"1083";"61231";"14000";"339";"1043";"5812";"43098";"12530";"145636";"21322";"158720";"17845";"97";"157232";"0";"251591";"210";"2476";"50";"1313";"168024";"27201";"221787";"21046";"15231";"244796";"12848";"116891";"0";"152782";"0";"16645";"0";"0";"0";"0";"0";"498";"10414";"317274";"56174";"0";"638652";"0";"0";"401";"0";"0";"8319809"
"2014/Jul";"0";"221503";"0";"262569";"13077";"211460";"21678";"7219";"1981";"3279382";"1597182";"70212";"47839";"285828";"3053";"124";"883";"795";"18932";"12702";"7922";"672";"1089";"638";"578";"445";"409";"0";"7789";"0";"1525";"0";"71144";"28857";"6032";"3901";"0";"0";"82";"22840";"884";"61";"1889";"28570";"2099";"63898";"12440";"591";"2159";"5383";"36032";"14440";"156056";"27259";"169221";"17708";"28";"166969";"0";"229064";"848";"2288";"504";"1209";"184845";"25932";"265187";"18524";"12977";"322222";"10476";"131251";"0";"137221";"0";"18639";"0";"0";"0";"0";"0";"609";"12189";"360570";"61380";"0";"786622";"0";"0";"680";"0";"0";"9499266"
"2014/Ago";"0";"213231";"0";"246848";"11989";"209653";"19049";"7343";"2195";"3148333";"1717376";"64998";"44127";"275642";"3079";"153";"2179";"2503";"21986";"18368";"12241";"2558";"824";"548";"407";"329";"300";"0";"7466";"0";"13498";"0";"70230";"49931";"4693";"3571";"0";"0";"42";"26269";"962";"103";"1716";"57195";"6330";"61908";"11148";"1010";"6416";"6243";"86401";"15416";"152452";"29616";"169383";"19316";"60";"167516";"0";"224826";"1488";"2107";"582";"1172";"190481";"29286";"263082";"21171";"14656";"319350";"11582";"134121";"0";"136716";"0";"18829";"0";"0";"0";"0";"0";"632";"11930";"370610";"66933";"0";"872395";"0";"0";"613";"0";"0";"9687712"
"2014/Set";"0";"213482";"0";"241418";"11571";"218408";"20248";"6774";"2213";"3185652";"1978890";"60549";"35858";"294776";"3803";"205";"8591";"14361";"522013";"685143";"704302";"169094";"1387";"744";"524";"513";"406";"0";"7136";"0";"1581";"0";"83080";"25758";"4812";"4002";"0";"0";"55";"34564";"1049";"55";"1817";"33606";"41271";"94596";"14267";"579";"113255";"8986";"49643";"17031";"167150";"34687";"166814";"21131";"29";"168338";"0";"183619";"2028";"2473";"844";"3080";"192287";"31389";"273396";"23012";"15164";"326770";"11801";"136267";"0";"130002";"0";"20700";"0";"0";"0";"0";"0";"1035";"12722";"368949";"90736";"0";"946109";"4";"0";"799";"0";"0";"12249403"
"2014/Out";"0";"200830";"0";"235790";"10571";"211423";"18791";"7613";"2076";"3094191";"1615742";"45260";"23826";"259154";"3613";"236";"3476";"4822";"198663";"256548";"256215";"63260";"1204";"678";"456";"394";"301";"0";"6993";"0";"1301";"0";"71956";"22106";"4065";"3440";"0";"0";"65";"26279";"847";"61";"1540";"23787";"25281";"75420";"12070";"874";"63607";"6306";"34699";"13401";"150548";"33708";"147297";"18968";"47";"152697";"0";"158218";"1778";"1871";"450";"1764";"170931";"26906";"227239";"19208";"12850";"243454";"9435";"121244";"0";"102435";"0";"19263";"0";"0";"0";"0";"0";"710";"12235";"350691";"77922";"0";"884929";"0";"0";"774";"0";"0";"9856803"
