"Ano/mês";" Idade ignorada";"Ate 30 dias";"30 dias a 1 ano";"2 meses";"3 meses";"4 meses";"5 meses";"6 meses";"7 meses";"Menor de 1 ano";"1 ano";"2 anos";"3 anos";"4 anos";"5 anos";"6 anos";"9 anos";"10 anos";"11 anos";"12 anos";"13 anos";"14 anos";"15 anos";"16 anos";"17 anos";"18 anos";"19 anos";"1 a 2 anos";"1 a 4 anos";"1 a 11 anos";"2 a 4 anos";"3 a 8 anos";"5 a 6 anos";"5 a 8 anos";"5 a 9 anos";"5 a 10 anos";"5 a 12 anos";"5 anos e mais";"7 a 9 anos";"7 a 11 anos";"7 a 14 anos";"7 a 17 anos";"7 anos e mais";"9 a 12 anos";"10 a 11 anos";"10 a 14 anos";"11 a 14 anos";"7 a 8 anos";"12 a 14 anos";"13 a 14 anos";"13 a 19 anos";"15 a 16 anos";"15 a 19 anos";"15 a 49 anos";"15 a 59 anos";"17 a 19 anos";"18 a 19 anos";"20 a 24 anos";"20 a 29 anos";"20 a 59 anos";"20 a 25 anos";"20 a 26 anos";"26 a 27 anos";"27 e mais";"25 a 29 anos";"30 a 34 anos";"30 a 39 anos";"35 a 39 anos";"40 a 44 anos";"40 a 49 anos";"45 a 49 anos";"50 a 59 anos";"60 a 64 anos";"60 anos e mais";"65 a 69 anos";"65 anos e mais";"70 a 74 anos";"75 a 79 anos";"80 a 84 anos";"85 a 89 anos";"90 anos e mais";"Gestantes 10 a 11 anos";"Gestantes 12 a 14 anos";"Gestantes 15 a 49 anos";"Não gestantes 12 a 14 anos";"Não gestantes 12 a 49 anos";"Não gestantes 15 a 49 anos";"Homens 12 a 14 anos";"Homens 12 a 49 anos";"Homens 15 a 49 anos";"Sem discriminação de idade";"Ignorado";" Total"
"2017/Dez";"0";"195299";"0";"172358";"14922";"146803";"27676";"11893";"4074";"2248362";"1179895";"72359";"43162";"230158";"256";"23";"52291";"23199";"37999";"76385";"51339";"25310";"6826";"1040";"937";"1256";"1202";"0";"1596";"0";"212";"0";"6541";"2925";"125139";"811";"47";"0";"0";"7601";"106";"27";"272";"3154";"0";"123774";"2274";"88";"0";"3283";"5156";"3759";"59306";"624476";"261386";"9094";"35";"77552";"0";"25427";"0";"7147";"0";"2422";"87456";"14773";"49811";"14051";"10486";"43566";"8202";"33698";"0";"75611";"0";"149771";"0";"0";"0";"0";"0";"277";"1349";"137721";"8470";"0";"439761";"0";"0";"0";"0";"90";"7053727"
"2018/Jan";"0";"228250";"0";"231628";"17882";"199301";"38703";"15792";"5762";"3037231";"1830809";"174757";"127092";"564644";"458";"65";"94303";"45450";"124638";"158451";"90554";"50785";"17875";"1163";"1029";"1212";"1263";"0";"1647";"0";"307";"0";"10638";"5658";"424120";"962";"66";"0";"0";"12437";"122";"11";"342";"3087";"0";"474897";"2704";"123";"0";"5522";"4558";"6895";"100784";"3415147";"1222575";"15782";"14";"133466";"0";"22904";"0";"6845";"0";"3326";"156554";"26182";"38374";"26238";"20318";"50492";"16603";"49284";"0";"118696";"0";"668233";"0";"0";"0";"0";"0";"396";"1442";"182728";"12091";"0";"952409";"0";"0";"0";"0";"2418";"15256494"
"2018/Fev";"0";"203866";"0";"181336";"12175";"148518";"24696";"10185";"3501";"2244455";"1301168";"73126";"36020";"354425";"273";"116";"64212";"29811";"97090";"107364";"57857";"34115";"11757";"1387";"1319";"1887";"1787";"0";"1473";"0";"229";"0";"7646";"6406";"59313";"787";"36";"0";"0";"9067";"85";"14";"266";"2609";"0";"70258";"2175";"42";"0";"3998";"4059";"4900";"79416";"955174";"231687";"13921";"24";"111406";"0";"18938";"0";"11194";"0";"3018";"126915";"22267";"33486";"22324";"17417";"43654";"14082";"41075";"0";"69385";"0";"329494";"0";"0";"0";"0";"0";"302";"1385";"155316";"10567";"0";"676423";"0";"0";"0";"0";"1216";"8165895"
"2018/Mar";"0";"225603";"0";"209912";"15154";"170763";"27343";"10939";"3734";"2450971";"1453649";"82286";"39609";"452213";"348";"42";"112378";"55345";"209612";"199619";"98549";"59944";"18884";"2399";"1921";"3321";"2898";"0";"1465";"0";"327";"0";"10126";"10681";"42015";"972";"49";"0";"0";"14698";"89";"12";"255";"3112";"0";"49064";"2557";"37";"0";"8047";"4540";"9931";"91516";"569145";"150081";"21563";"21";"134350";"0";"22556";"0";"20174";"0";"5057";"151615";"37798";"35096";"38251";"30529";"43826";"24198";"47365";"0";"65195";"0";"285405";"0";"0";"0";"0";"0";"342";"1759";"188152";"10915";"0";"684563";"0";"0";"0";"0";"968";"8725853"
"2018/Abr";"0";"231920";"0";"214782";"14533";"163383";"27141";"10331";"3363";"2521292";"1507576";"88743";"39770";"529494";"521";"49";"119668";"59432";"232620";"207532";"102117";"60040";"16604";"2019";"1558";"2454";"2235";"0";"1342";"0";"316";"0";"11669";"16497";"46847";"842";"59";"0";"0";"15562";"62";"33";"365";"8572";"0";"24008";"2342";"64";"0";"8910";"10482";"10612";"92380";"348750";"51799";"24663";"28";"136014";"0";"45931";"0";"14128";"0";"4000";"154803";"43048";"33074";"43165";"34204";"44634";"26500";"46277";"0";"63836";"0";"390991";"0";"0";"0";"0";"0";"260";"1211";"201625";"11062";"0";"667128";"0";"0";"0";"0";"955";"8798227"
"2018/Mai";"0";"236336";"0";"223828";"13651";"178542";"26691";"9924";"3021";"2617876";"1471244";"94604";"45667";"598846";"620";"75";"104124";"50811";"188881";"167191";"81260";"46923";"14080";"1844";"1404";"2187";"1910";"0";"1268";"0";"471";"0";"9622";"19554";"137117";"939";"72";"0";"0";"12163";"61";"31";"359";"11111";"0";"16319";"2387";"146";"0";"6127";"15896";"7694";"86080";"204490";"39132";"18703";"24";"125867";"0";"68039";"0";"11638";"0";"3598";"145425";"34255";"34274";"34726";"27330";"44524";"21880";"52704";"0";"103402";"0";"505943";"0";"0";"0";"0";"0";"443";"1474";"210149";"11438";"0";"682976";"0";"0";"0";"0";"973";"8892364"
"2018/Jun";"0";"216187";"0";"222778";"12682";"185891";"28002";"10211";"2911";"2659256";"1515571";"82500";"36292";"468079";"262";"44";"79545";"36063";"133900";"115842";"57303";"32900";"10302";"1407";"923";"1309";"1273";"0";"1125";"0";"571";"0";"8824";"11423";"157033";"648";"97";"0";"0";"12581";"47";"17";"285";"5414";"0";"15096";"1819";"93";"0";"6870";"7097";"8995";"70258";"143634";"66005";"17603";"35";"105219";"0";"41693";"0";"7462";"0";"3487";"121481";"31150";"29915";"31773";"25010";"37484";"20185";"47564";"0";"69342";"0";"314655";"0";"0";"0";"0";"0";"363";"1303";"190129";"9389";"0";"556408";"0";"0";"0";"0";"911";"8091926"
"2018/Jul";"0";"208150";"0";"238564";"17147";"183617";"32495";"12534";"3693";"2783836";"1846772";"135530";"63137";"645320";"444";"193";"112941";"53419";"185204";"157852";"76098";"44380";"14798";"1611";"1105";"1343";"1273";"0";"791";"0";"488";"0";"18129";"12888";"163725";"603";"103";"0";"0";"38258";"80";"12";"235";"5366";"0";"23616";"1658";"61";"0";"21625";"5894";"25288";"84448";"202311";"28574";"49603";"3";"197076";"0";"34474";"0";"6515";"0";"2944";"236179";"122307";"24280";"136021";"119292";"34994";"99067";"72848";"0";"55588";"0";"303748";"0";"0";"0";"0";"0";"253";"1013";"187193";"7522";"0";"769842";"0";"0";"0";"0";"944";"9917315"
"2018/Ago";"0";"209998";"0";"229896";"13851";"201900";"28529";"12260";"4343";"2913273";"2679987";"966472";"867023";"1740700";"454";"45";"130388";"66721";"219837";"173634";"86750";"49847";"15087";"1697";"1152";"1260";"1157";"0";"1021";"0";"536";"0";"44236";"19201";"96817";"851";"209";"0";"0";"56346";"75";"11";"180";"5431";"0";"19524";"2117";"109";"0";"27737";"5876";"33265";"99338";"196409";"25291";"63885";"15";"258512";"0";"34573";"0";"6416";"0";"2949";"326851";"181337";"27062";"207379";"170798";"38038";"132983";"87269";"0";"51985";"0";"281498";"0";"0";"0";"0";"0";"265";"1229";"200797";"8826";"0";"937426";"0";"0";"0";"0";"1137";"14272071"
"2018/Set";"0";"196494";"0";"194685";"9720";"181839";"24426";"7813";"2489";"2447688";"1335343";"154523";"103196";"458012";"278";"53";"96610";"47758";"161905";"121019";"65915";"39062";"10485";"1077";"666";"725";"718";"0";"870";"0";"534";"0";"14397";"8041";"29936";"642";"133";"0";"0";"22626";"62";"21";"152";"2739";"0";"18370";"1570";"46";"0";"12631";"4098";"17193";"78614";"175206";"19212";"31811";"16";"148394";"0";"25573";"0";"3792";"0";"2182";"176947";"63230";"21945";"70560";"61540";"30730";"50939";"46597";"0";"38684";"0";"207615";"0";"0";"0";"0";"0";"214";"904";"176181";"7464";"0";"619120";"0";"0";"0";"0";"864";"7854894"
"2018/Out";"0";"199527";"0";"231454";"11026";"212409";"28782";"10495";"2467";"2916504";"1623935";"91310";"45417";"453594";"247";"103";"103413";"49406";"172661";"126816";"70793";"42582";"11399";"1552";"770";"744";"883";"0";"804";"0";"821";"0";"7234";"6041";"37663";"543";"73";"0";"0";"15398";"80";"13";"167";"2557";"0";"34156";"1539";"71";"0";"9682";"3758";"13386";"82580";"206026";"217581";"25019";"15";"138149";"0";"27944";"0";"3571";"0";"2434";"162313";"45667";"19634";"48884";"40847";"27824";"33831";"38541";"0";"40833";"0";"225828";"0";"0";"0";"0";"0";"258";"891";"201980";"6172";"0";"652094";"0";"0";"0";"0";"1028";"8792219"
"2018/Nov";"0";"189208";"0";"211271";"11044";"183292";"24686";"9499";"2703";"2618953";"1478049";"76597";"41556";"434627";"175";"67";"90687";"46627";"173831";"133101";"87151";"54908";"13827";"3489";"1566";"739";"608";"0";"810";"0";"300";"0";"6329";"5572";"48468";"450";"43";"0";"0";"14752";"114";"4";"135";"1792";"0";"59971";"1133";"80";"0";"10698";"3025";"17090";"76206";"279412";"46886";"21397";"16";"108523";"0";"16514";"0";"3062";"0";"2357";"123744";"32206";"16741";"33994";"28298";"21256";"23015";"29751";"0";"26547";"0";"228986";"0";"0";"0";"0";"0";"252";"636";"191970";"4581";"0";"586206";"0";"0";"0";"0";"807";"7962390"
"2018/Dez";"0";"179546";"0";"168554";"9019";"152979";"18432";"7279";"2136";"2181988";"1168628";"52572";"27340";"308469";"150";"29";"55270";"28576";"100333";"66168";"38497";"26216";"7059";"1270";"681";"392";"417";"0";"609";"0";"298";"0";"4135";"3060";"36235";"367";"54";"0";"0";"9035";"37";"6";"81";"1506";"0";"42661";"819";"61";"0";"5911";"2264";"8890";"57624";"225981";"62319";"13766";"16";"81981";"0";"12527";"0";"2110";"0";"1565";"92629";"24253";"12094";"24605";"19878";"15164";"15612";"21444";"0";"25104";"0";"165295";"0";"0";"0";"0";"0";"264";"608";"161845";"3571";"0";"430003";"0";"0";"0";"0";"1018";"6189305"
"2019/Jan";"0";"216611";"35";"238186";"15021";"210895";"35298";"11469";"3608";"3076565";"1882324";"75362";"34061";"569406";"199";"48";"85557";"45554";"139812";"87863";"47528";"27592";"9367";"1308";"726";"578";"613";"0";"875";"0";"390";"0";"5193";"3691";"33968";"357";"24";"0";"1";"10783";"62";"2";"204";"1652";"2";"32414";"936";"39";"0";"6206";"2497";"9987";"90038";"297501";"12416";"17505";"0";"119460";"0";"14290";"0";"3287";"0";"1622";"130743";"29869";"16198";"30600";"24711";"16682";"19254";"28645";"2";"23442";"4";"205957";"2";"1";"0";"0";"0";"532";"1014";"235114";"4248";"0";"642097";"0";"0";"0";"0";"1311";"8891414"
"2019/Fev";"0";"197173";"31";"183589";"10593";"157105";"23569";"9596";"2791";"2404180";"1529760";"77233";"40851";"472544";"161";"52";"79634";"44502";"127558";"81785";"45775";"23520";"7367";"1152";"672";"654";"559";"0";"662";"0";"319";"0";"5236";"2786";"72509";"327";"19";"0";"3";"11559";"33";"14";"162";"1241";"5";"62183";"1043";"17";"0";"6321";"1928";"11348";"87016";"787423";"14426";"23238";"25";"130521";"0";"12788";"0";"3114";"0";"1550";"142082";"38656";"15408";"40186";"34333";"16958";"27228";"32125";"9";"23644";"2";"249622";"2";"5";"0";"0";"0";"173";"580";"197432";"4463";"0";"634687";"0";"0";"0";"0";"1309";"8219126"
"2019/Mar";"0";"210058";"97";"209044";"10646";"180563";"25626";"9109";"2753";"2581777";"1563333";"82491";"43982";"522446";"301";"262";"106492";"63526";"198999";"122305";"67545";"32063";"8188";"1323";"700";"764";"508";"0";"732";"0";"533";"0";"5222";"4754";"62194";"397";"28";"0";"1";"13962";"57";"11";"170";"2503";"0";"50972";"1055";"48";"0";"7565";"3144";"19454";"84652";"573122";"9922";"30599";"20";"138569";"0";"15172";"0";"3069";"0";"1523";"153213";"43694";"14982";"47867";"41466";"16428";"32403";"36519";"75";"24875";"57";"225625";"44";"35";"0";"0";"0";"276";"835";"196285";"4146";"0";"613614";"0";"0";"0";"0";"965";"8527755"
"2019/Abr";"0";"208319";"3313";"215357";"11040";"168930";"24309";"8763";"2653";"2497985";"1614744";"101261";"56463";"710035";"264";"28";"128914";"77996";"245095";"145707";"82624";"37862";"9934";"1640";"784";"797";"614";"0";"661";"0";"17636";"0";"6570";"16387";"65441";"336";"12";"0";"5";"14007";"36";"10";"132";"6666";"1";"55687";"1165";"32";"0";"7232";"7350";"9973";"89696";"627184";"8793";"22198";"1";"136719";"0";"26500";"0";"3582";"0";"1979";"157429";"44903";"21071";"48291";"40592";"16800";"33761";"47436";"7882";"49616";"7935";"576698";"6443";"4754";"0";"0";"0";"277";"878";"213788";"4607";"0";"728223";"0";"0";"0";"0";"1238";"9494044"
"2019/Mai";"0";"210220";"7887";"210507";"11463";"174529";"23298";"8901";"2602";"2615224";"1648670";"101906";"52077";"706444";"375";"156";"120156";"73996";"234421";"138057";"78852";"35556";"10828";"1844";"892";"752";"710";"0";"670";"0";"15133";"0";"6281";"14642";"36472";"362";"5";"0";"1";"12981";"45";"10";"166";"3990";"1";"28773";"971";"23";"0";"6251";"5207";"9515";"90664";"346015";"8507";"21223";"16";"141202";"0";"31615";"0";"3903";"0";"2057";"162341";"45100";"28538";"49501";"43393";"20026";"37118";"69544";"12056";"99002";"10221";"755247";"7880";"6010";"0";"0";"0";"281";"707";"204311";"4695";"0";"807755";"0";"0";"0";"0";"1021";"9621771"
"2019/Jun";"0";"191141";"6725";"196519";"9907";"163800";"21738";"7315";"2126";"2277105";"1314473";"59688";"26607";"402592";"195";"50";"84744";"51436";"181621";"109204";"64840";"29951";"9287";"1561";"671";"627";"499";"0";"689";"0";"2777";"0";"4911";"7578";"19277";"255";"10";"0";"8";"12901";"15";"11";"169";"2951";"1";"19633";"790";"9";"0";"5572";"5417";"10048";"71832";"233619";"8923";"19376";"18";"122210";"0";"28348";"0";"3159";"0";"1575";"141742";"44340";"19602";"49110";"44449";"17798";"38586";"64843";"1693";"53518";"1277";"340398";"793";"617";"0";"0";"0";"220";"566";"167203";"3531";"0";"704427";"0";"0";"0";"0";"749";"7491966"
"2019/Jul";"0";"203007";"1500";"238178";"13931";"194972";"29465";"10570";"2827";"2790410";"1848227";"77082";"36237";"557189";"203";"75";"92629";"50638";"193455";"112200";"63119";"31311";"11601";"1901";"677";"727";"585";"0";"822";"0";"1155";"0";"21767";"6304";"19425";"315";"39";"0";"3";"58480";"43";"4";"156";"3254";"3";"21112";"876";"19";"0";"14760";"6145";"89877";"90854";"256058";"9600";"130107";"4";"337694";"0";"32974";"0";"3326";"0";"1711";"368897";"120540";"16423";"128827";"118938";"19426";"105209";"201356";"172";"130209";"134";"369477";"95";"65";"0";"0";"0";"221";"664";"187373";"4094";"0";"839047";"0";"0";"0";"0";"794";"10281564"
"2019/Ago";"0";"193547";"383";"212044";"10859";"188064";"24242";"10613";"3209";"2784592";"1925828";"110417";"60417";"560882";"220";"59";"102598";"58774";"216814";"129259";"74223";"38096";"12132";"2206";"901";"817";"582";"0";"734";"0";"662";"0";"45664";"4340";"24620";"390";"15";"0";"9";"113044";"20";"18";"245";"1905";"0";"23333";"987";"26";"0";"27254";"2711";"73159";"100288";"277497";"9229";"122037";"21";"404394";"0";"18619";"0";"3663";"0";"1964";"477186";"282957";"18886";"319710";"296104";"24604";"255830";"349523";"46";"160368";"48";"326888";"33";"21";"0";"0";"0";"252";"717";"201780";"3976";"0";"1123085";"0";"0";"0";"0";"724";"11821364"
"2019/Set";"0";"188324";"184";"194079";"9680";"184886";"24490";"8611";"2818";"2506688";"1620267";"91162";"40152";"463353";"210";"72";"107157";"62491";"223785";"127036";"73976";"36980";"10007";"2247";"957";"881";"700";"0";"885";"0";"643";"0";"12831";"4111";"26558";"497";"3";"0";"8";"41204";"23";"8";"175";"1661";"0";"21843";"1079";"52";"0";"20164";"2489";"34820";"100234";"255982";"8412";"67775";"4";"312392";"0";"15690";"0";"3484";"0";"1969";"394094";"222249";"20511";"250927";"230871";"27914";"198466";"192232";"28";"71775";"32";"290696";"17";"13";"0";"0";"0";"258";"790";"173032";"4484";"0";"1023576";"0";"0";"0";"0";"630";"10018784"
"2019/Out";"0";"175935";"150";"205801";"10245";"190134";"25606";"9943";"2729";"2802872";"1831209";"145671";"76143";"630089";"477";"91";"122283";"68402";"256175";"131751";"75179";"41245";"11950";"2150";"899";"657";"643";"0";"666";"0";"623";"0";"13881";"4023";"30179";"420";"1";"0";"9";"35784";"38";"38";"156";"1260";"1";"26523";"961";"9";"0";"18713";"1874";"28572";"97396";"254832";"11756";"52084";"38";"280168";"0";"12644";"0";"3302";"0";"1735";"350874";"145828";"18814";"160711";"141351";"19392";"115498";"111683";"4";"46032";"6";"307414";"7";"2";"0";"0";"0";"246";"881";"190786";"3476";"0";"920709";"0";"0";"0";"0";"983";"10230812"
"2019/Nov";"0";"156861";"183";"188660";"9341";"166223";"22118";"7898";"2202";"2556145";"1314701";"69768";"32999";"348445";"477";"186";"95546";"50143";"183314";"98125";"60130";"28950";"8055";"1355";"563";"448";"470";"0";"588";"0";"509";"0";"7013";"3914";"27755";"546";"2";"0";"32";"24108";"52";"21";"398";"1112";"3";"26809";"1095";"4";"0";"12830";"1708";"20245";"77154";"213809";"42139";"46187";"32";"463927";"0";"11069";"0";"3011";"0";"1258";"551430";"108715";"19711";"109807";"96150";"12630";"80193";"70263";"9";"36635";"11";"262676";"6";"1";"0";"0";"0";"125";"521";"174039";"2351";"0";"819478";"0";"0";"0";"0";"1181";"8736568"
"2019/Dez";"0";"147833";"427";"144181";"7447";"132426";"16885";"6662";"1557";"1698970";"943220";"38479";"16111";"198739";"732";"187";"59877";"31960";"121472";"58301";"32356";"17400";"5188";"680";"293";"221";"245";"0";"534";"0";"362";"0";"3590";"3611";"10905";"445";"6";"0";"22";"13211";"53";"4";"385";"1267";"6";"11719";"851";"0";"0";"7644";"1642";"11899";"52554";"127247";"11195";"25647";"0";"203673";"0";"10397";"0";"1888";"0";"969";"243595";"57769";"15014";"57233";"48920";"4550";"40236";"39535";"13";"25576";"9";"176311";"9";"6";"0";"0";"0";"54";"340";"138485";"673";"0";"518574";"0";"0";"0";"0";"1053";"5551530"
"2020/Jan";"0";"164850";"231";"195621";"16084";"180261";"37974";"12493";"3472";"2872611";"1764962";"70020";"26788";"678975";"982";"312";"96844";"49492";"199252";"88107";"47817";"25691";"8758";"954";"430";"251";"262";"0";"354";"0";"437";"0";"5705";"3622";"69508";"610";"0";"0";"21";"16800";"52";"0";"541";"659";"10";"36443";"1291";"3";"0";"9893";"852";"16985";"81696";"224385";"18085";"28864";"0";"182059";"0";"7728";"0";"1907";"0";"861";"217214";"54875";"16212";"55554";"48346";"88";"38668";"41010";"21";"25187";"28";"212384";"28";"18";"0";"0";"0";"20";"0";"190537";"0";"0";"701945";"0";"0";"0";"0";"1211";"8856211"
"2020/Fev";"0";"149269";"882";"144223";"8884";"120042";"19876";"9109";"2723";"2027644";"1360830";"81604";"34622";"693968";"2046";"565";"142490";"84014";"320189";"194503";"111840";"50973";"14725";"2286";"1200";"626";"578";"0";"463";"0";"396";"0";"24643";"8562";"325270";"1144";"0";"0";"39";"98422";"67";"2";"626";"894";"11";"143653";"2276";"8";"0";"61051";"1246";"93870";"111032";"372214";"52312";"134212";"1";"245141";"0";"10532";"0";"2016";"0";"1347";"294089";"154834";"31194";"183877";"172151";"230";"147813";"212647";"113";"40576";"86";"219678";"50";"45";"0";"0";"0";"19";"0";"143041";"0";"0";"922581";"0";"0";"0";"0";"960";"9795145"
"2020/Mar";"0";"163040";"1363";"161145";"9157";"127158";"23055";"8408";"2565";"2081626";"1222186";"75370";"32174";"557259";"2237";"374";"102369";"56542";"213344";"120832";"68020";"31717";"9014";"1223";"596";"355";"408";"0";"288";"0";"4549";"0";"13129";"7102";"221984";"706";"0";"0";"26";"44061";"37";"1";"531";"687";"8";"113099";"1488";"2";"0";"27024";"975";"46468";"90472";"354193";"27623";"77607";"0";"211055";"0";"10699";"0";"1812";"0";"890";"246385";"123586";"30166";"138288";"129560";"98";"113927";"179882";"46638";"58163";"40554";"262563";"30832";"20802";"0";"0";"0";"24";"0";"146216";"0";"0";"738202";"0";"0";"0";"0";"748";"8634687"
"2020/Abr";"0";"161359";"19068";"160630";"16997";"117285";"32289";"9171";"2072";"2015492";"955472";"26214";"8462";"315277";"1010";"172";"39270";"15738";"60779";"26256";"12282";"6276";"2162";"248";"160";"97";"110";"0";"290";"0";"9214";"0";"3383";"4832";"49060";"269";"0";"0";"10";"6146";"28";"1";"434";"750";"7";"21613";"597";"2";"0";"3855";"1196";"6177";"34980";"92560";"10577";"13984";"1";"73463";"0";"16300";"0";"976";"0";"481";"90550";"35612";"50464";"37843";"34182";"80";"29955";"126016";"58103";"68749";"46892";"155149";"32723";"22344";"0";"0";"0";"15";"0";"128866";"0";"0";"379292";"0";"0";"0";"0";"545";"5652914"
"2020/Mai";"0";"160332";"32683";"165478";"20868";"129763";"33906";"17031";"4734";"2386719";"1550598";"75448";"27456";"857657";"2958";"347";"81089";"31904";"108774";"48548";"20932";"10741";"3536";"449";"273";"148";"159";"0";"342";"0";"230932";"0";"9783";"27362";"261712";"551";"0";"0";"13";"7567";"29";"5";"724";"696";"14";"43813";"1117";"5";"0";"3764";"1006";"5954";"44198";"135052";"26086";"13459";"3";"98129";"0";"11224";"0";"1282";"0";"695";"124932";"52164";"86731";"55105";"48602";"98";"42172";"220470";"13149";"48703";"8632";"137700";"5373";"3382";"0";"0";"0";"17";"0";"153246";"0";"0";"563750";"0";"0";"0";"0";"783";"8263057"
"2020/Jun";"0";"160965";"24311";"200475";"16291";"144103";"33440";"15724";"6490";"2536246";"1534823";"79493";"23883";"693444";"3714";"539";"76302";"32369";"99511";"49110";"21142";"11363";"3733";"595";"295";"160";"176";"0";"751";"0";"94648";"0";"10300";"33893";"131750";"683";"0";"0";"21";"8760";"36";"6";"832";"1109";"17";"40859";"1348";"5";"0";"3851";"1525";"6057";"49546";"133453";"30137";"14861";"2";"110608";"0";"14984";"0";"1393";"0";"765";"132273";"58104";"68959";"62334";"56106";"228";"48530";"162516";"6413";"53061";"3764";"139532";"2375";"1541";"0";"0";"0";"13";"0";"141395";"0";"0";"580652";"0";"0";"0";"0";"798";"7979491"
"2020/Jul";"0";"166855";"84261";"217625";"16379";"173234";"38305";"15344";"6351";"2904298";"1740374";"86483";"25100";"659059";"3340";"635";"105125";"46631";"126679";"65567";"30808";"16875";"5926";"786";"491";"246";"291";"0";"1058";"0";"39998";"0";"11709";"50245";"106627";"1183";"0";"0";"31";"16636";"68";"9";"1385";"1473";"27";"55708";"2291";"9";"0";"6231";"2071";"10042";"65516";"172602";"43838";"22538";"3";"155234";"0";"19743";"0";"2075";"0";"1084";"180019";"98824";"124794";"109881";"101205";"268";"86108";"168163";"3517";"62472";"1966";"143627";"1225";"808";"0";"0";"0";"13";"0";"147042";"0";"0";"804564";"0";"0";"0";"0";"776";"9361774"
"2020/Ago";"0";"152731";"38766";"207040";"12542";"189923";"28840";"13039";"4533";"2829845";"1717673";"88216";"24506";"608881";"2698";"497";"92300";"40858";"105708";"54362";"24081";"13470";"4781";"590";"340";"209";"235";"0";"1213";"0";"20243";"0";"12066";"24513";"76447";"970";"0";"0";"27";"18303";"63";"8";"1022";"1508";"13";"43394";"2255";"5";"0";"7187";"2221";"11391";"61424";"150238";"46327";"24705";"6";"212880";"0";"42485";"0";"1806";"0";"1029";"233843";"169608";"100044";"184657";"168383";"264";"142280";"144516";"1551";"66408";"858";"133877";"510";"327";"0";"0";"0";"17";"0";"136224";"0";"0";"773452";"0";"0";"0";"0";"657";"9277889"
"2020/Set";"0";"146950";"9026";"175439";"10471";"168217";"25428";"9997";"4128";"2502003";"1595474";"89848";"27970";"591199";"1831";"307";"83537";"36977";"91065";"46459";"20080";"11237";"3974";"231";"172";"110";"140";"0";"535";"0";"6994";"0";"8515";"9089";"74009";"463";"0";"0";"11";"14801";"31";"3";"600";"849";"7";"41935";"918";"2";"0";"7102";"1141";"10254";"46310";"155544";"19122";"21582";"1";"127499";"0";"32123";"0";"1317";"0";"563";"141506";"75226";"26268";"81281";"73825";"110";"62804";"71657";"273";"37872";"149";"138236";"100";"66";"0";"0";"0";"11";"0";"144777";"0";"0";"595288";"0";"0";"0";"0";"728";"7683767"
"2020/Out";"0";"145485";"40270";"181377";"9650";"168814";"24129";"9881";"3503";"2635060";"2163724";"302833";"134364";"1561508";"6851";"965";"205402";"118605";"258252";"155833";"89010";"49226";"11869";"787";"431";"238";"285";"0";"762";"0";"30591";"0";"30062";"40946";"423421";"1279";"0";"0";"41";"29436";"57";"6";"1693";"1424";"11";"221396";"2821";"6";"0";"13503";"1590";"13733";"60516";"225812";"44911";"20063";"1";"149194";"0";"28155";"0";"1623";"0";"712";"177467";"109469";"52718";"118893";"99374";"142";"72501";"73589";"508";"46256";"267";"153823";"172";"97";"0";"0";"0";"21";"0";"141350";"0";"0";"781742";"0";"0";"0";"0";"1133";"11451639"
"2020/Nov";"0";"136577";"10086";"181040";"8088";"155145";"21198";"7709";"2385";"2384142";"1434279";"135719";"54954";"709480";"2965";"467";"103602";"49637";"114953";"62195";"31854";"18427";"5379";"419";"276";"136";"130";"0";"686";"0";"6536";"0";"12386";"12615";"200201";"875";"0";"0";"17";"12578";"55";"7";"722";"1007";"7";"108718";"1905";"3";"0";"5206";"1336";"6347";"49568";"154809";"34054";"12169";"5";"96420";"0";"15991";"0";"1244";"0";"584";"108988";"42839";"36000";"45638";"39224";"116";"30806";"54305";"350";"45417";"189";"131338";"114";"69";"0";"0";"0";"16";"0";"138396";"0";"0";"545911";"0";"0";"0";"0";"756";"7587765"
"2020/Dez";"0";"131872";"1895";"140971";"7491";"133421";"16752";"6609";"1840";"1928717";"1057605";"58903";"21263";"355904";"1003";"204";"55089";"24181";"62274";"30191";"14326";"8935";"3446";"212";"125";"84";"95";"0";"298";"0";"1171";"0";"3930";"3325";"77170";"290";"0";"0";"8";"5356";"26";"1";"337";"519";"7";"51596";"618";"1";"0";"2925";"842";"3797";"35010";"106257";"9473";"7802";"2";"59260";"0";"14747";"0";"1098";"0";"369";"67537";"19814";"10998";"20456";"17632";"52";"13515";"22596";"78";"20285";"49";"106801";"25";"13";"0";"0";"0";"11";"0";"126806";"0";"0";"359908";"0";"0";"0";"0";"687";"5236906"
"2021/Jan";"0";"134637";"2732";"168364";"11687";"155410";"25961";"9026";"2576";"2282505";"1398911";"67259";"21521";"469561";"1483";"369";"66602";"27170";"75179";"32923";"15680";"10108";"4262";"277";"143";"105";"136";"0";"370";"0";"1015";"0";"5701";"4375";"56229";"456";"0";"0";"13";"6754";"22";"1";"565";"841";"11";"42188";"907";"3";"0";"3317";"1356";"4851";"46520";"116102";"13756";"10461";"1";"74705";"0";"24019";"0";"1179";"0";"460";"82539";"21070";"16412";"21353";"17985";"100";"13557";"29601";"70";"31894";"29";"118792";"21";"7";"0";"0";"0";"6";"0";"152685";"0";"0";"455622";"0";"0";"0";"0";"800";"6363308"
